Accession,Organism_Name,Release_Date,Pangolin,PangoVersions,Length,Nuc_Completeness,Protein,Geo_Location,Host,Isolation_Source,Collection_Date
UJZ33068.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-06-02
UJZ33137.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-06-07
QWW27590.1,Severe acute respiratory syndrome coronavirus 2,2021-10-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,"Germany: Bavaria, Augsburg",Homo sapiens,,2021-02-25
QRX39409.1,Severe acute respiratory syndrome coronavirus 2,2021-02-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Italy,Homo sapiens,oronasopharynx,2021-01-18
QRX39433.1,Severe acute respiratory syndrome coronavirus 2,2021-02-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Italy,Homo sapiens,oronasopharynx,2021-01-18
WAP37953.1,Severe acute respiratory syndrome coronavirus 2,2022-12-14T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Laos: Xieng Khouang,Homo sapiens,,2021-11-24
UCK94006.1,Severe acute respiratory syndrome coronavirus 2,2021-10-08T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico,Homo sapiens,,2021-02-03
UDB15458.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Baja California,Homo sapiens,oronasopharynx,2021-06-29
UDB15936.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Baja California,Homo sapiens,oronasopharynx,2021-06-29
UDB16006.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Chihuahua,Homo sapiens,oronasopharynx,2021-06-28
UDB15481.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-03
UDB15515.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-06-28
UDB15650.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-06-28
UDB15877.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-03
UDB15901.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-06
UDB15948.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-03
UDB15982.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-06
UDB15994.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-06-29
UDB16018.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-03
UDB16064.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-06
UCK70801.1,Severe acute respiratory syndrome coronavirus 2,2021-10-08T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,New Zealand,Homo sapiens,,2021-03-06
UCK74789.1,Severe acute respiratory syndrome coronavirus 2,2021-10-08T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,New Zealand,Homo sapiens,,2021-05-13
UNJ22169.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-31
UNJ22204.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-24
UNJ22264.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-04
UNJ22300.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-07
UNJ22396.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-04
UNJ22432.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-12
UNJ22444.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-11
UNJ22515.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-06
UNJ22587.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-03
UNJ22611.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-13
UNJ22659.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-20
UNJ22719.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-30
UNJ22779.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-28
UNJ22874.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-05-04
UNJ22909.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-07-06
UNJ23039.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-06-18
UNJ23063.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-06-01
UNJ23075.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-06-15
UNJ23087.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-06-08
UNJ23135.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Paraguay,Homo sapiens,oronasopharynx,2021-06-06
QTW99546.1,Severe acute respiratory syndrome coronavirus 2,2021-04-16T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Peru,Homo sapiens,oronasopharynx,2021-02-22
UHK35528.1,Severe acute respiratory syndrome coronavirus 2,2021-12-22T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Korea,Homo sapiens,,2021
UHK35540.1,Severe acute respiratory syndrome coronavirus 2,2021-12-22T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Korea,Homo sapiens,,2021
UHJ32562.1,Severe acute respiratory syndrome coronavirus 2,2021-12-21T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Korea,Homo sapiens,,2021
UNI08648.1,Severe acute respiratory syndrome coronavirus 2,2022-03-17T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Taiwan,Homo sapiens,"saliva, oronasopharynx",2021-07-04
QVU28587.1,Severe acute respiratory syndrome coronavirus 2,2021-05-25T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Taiwan,Homo sapiens,oronasopharynx,2021-01-28
QVU28599.1,Severe acute respiratory syndrome coronavirus 2,2021-05-25T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Taiwan,Homo sapiens,oronasopharynx,2021-01-28
QVU28611.1,Severe acute respiratory syndrome coronavirus 2,2021-05-25T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Taiwan,Homo sapiens,oronasopharynx,2021-01-28
QVU28623.1,Severe acute respiratory syndrome coronavirus 2,2021-05-25T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Taiwan,Homo sapiens,oronasopharynx,2021-01-28
UTE95618.1,Severe acute respiratory syndrome coronavirus 2,2022-12-31T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2021-06-01
UTE95774.1,Severe acute respiratory syndrome coronavirus 2,2022-12-31T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2021-06-09
UTE97432.1,Severe acute respiratory syndrome coronavirus 2,2022-12-31T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2021-05-23
UOL87440.1,Severe acute respiratory syndrome coronavirus 2,2022-12-30T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2021-04-01
UOL87584.1,Severe acute respiratory syndrome coronavirus 2,2022-12-30T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2021-04-06
UOL87716.1,Severe acute respiratory syndrome coronavirus 2,2022-12-30T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2021-04-06
QYG71350.1,Severe acute respiratory syndrome coronavirus 2,2021-08-03T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA,Homo sapiens,,2021-06-07
QWU58153.1,Severe acute respiratory syndrome coronavirus 2,2021-06-21T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2021-05-08
QUH41772.1,Severe acute respiratory syndrome coronavirus 2,2021-04-27T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Arizona,Homo sapiens,oronasopharynx,2021-04-03
QUH72810.1,Severe acute respiratory syndrome coronavirus 2,2021-04-27T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Arizona,Homo sapiens,oronasopharynx,2021-04-06
UJZ18437.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Arkansas,Homo sapiens,,2021-05-10
UJZ18508.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Arkansas,Homo sapiens,,2021-04-15
QXN53241.1,Severe acute respiratory syndrome coronavirus 2,2021-07-14T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,"USA: Birmingham, AL",Homo sapiens,,2021-05-28
QVE00221.1,Severe acute respiratory syndrome coronavirus 2,2021-05-11T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: California,Homo sapiens,oronasopharynx,2021-04-21
UDB08246.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,"USA: California,San Diego",Homo sapiens,oronasopharynx,2021-06-16
UDB09067.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,"USA: California,San Diego",Homo sapiens,oronasopharynx,2021-07-15
UDB11613.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,"USA: California,San Diego",Homo sapiens,oronasopharynx,2021-07-21
QVH28321.1,Severe acute respiratory syndrome coronavirus 2,2021-05-14T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Colorado,Homo sapiens,oronasopharynx,2021-04-26
QVG14785.1,Severe acute respiratory syndrome coronavirus 2,2021-05-13T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Colorado,Homo sapiens,oronasopharynx,2021-04-28
QVG19110.1,Severe acute respiratory syndrome coronavirus 2,2021-05-13T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Colorado,Homo sapiens,,2021-04-18
QUH39925.1,Severe acute respiratory syndrome coronavirus 2,2021-04-27T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Connecticut,Homo sapiens,oronasopharynx,2021-04-05
QUH40285.1,Severe acute respiratory syndrome coronavirus 2,2021-04-27T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Connecticut,Homo sapiens,oronasopharynx,2021-04-05
QTY51969.1,Severe acute respiratory syndrome coronavirus 2,2021-04-19T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Connecticut,Homo sapiens,oronasopharynx,2021-03-16
QWO61105.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: District of Columbia,Homo sapiens,oronasopharynx,2021-05-29
QWO61117.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: District of Columbia,Homo sapiens,oronasopharynx,2021-05-29
UCU18967.1,Severe acute respiratory syndrome coronavirus 2,2021-10-14T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Florida,Homo sapiens,oronasopharynx,2021-07-16
UBQ70346.1,Severe acute respiratory syndrome coronavirus 2,2021-09-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Florida,Homo sapiens,,2021-07-22
UBQ77704.1,Severe acute respiratory syndrome coronavirus 2,2021-09-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Florida,Homo sapiens,,2021-07-20
QUD52052.1,Severe acute respiratory syndrome coronavirus 2,2021-04-23T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Florida,Homo sapiens,oronasopharynx,2021-04-01
QUE19401.1,Severe acute respiratory syndrome coronavirus 2,2021-04-23T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Florida,Homo sapiens,,2021-04-02
QUE20397.1,Severe acute respiratory syndrome coronavirus 2,2021-04-23T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Florida,Homo sapiens,,2021-03-31
QUE40222.1,Severe acute respiratory syndrome coronavirus 2,2021-04-23T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Florida,Homo sapiens,oronasopharynx,2021-04-07
UBG72532.1,Severe acute respiratory syndrome coronavirus 2,2021-09-23T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Georgia,Homo sapiens,oronasopharynx,2021-06-18
UBG98402.1,Severe acute respiratory syndrome coronavirus 2,2021-09-23T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Georgia,Homo sapiens,oronasopharynx,2021-06-18
UAZ39651.1,Severe acute respiratory syndrome coronavirus 2,2021-09-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: IA,Homo sapiens,oronasopharynx,2021-06-03
QUV63454.1,Severe acute respiratory syndrome coronavirus 2,2021-05-06T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: IL,Homo sapiens,,2021-04-18
QUM05280.1,Severe acute respiratory syndrome coronavirus 2,2021-04-29T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: IL,Homo sapiens,,2021-04-05
QXL03525.1,Severe acute respiratory syndrome coronavirus 2,2021-07-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Idaho,Homo sapiens,oronasopharynx,2021-06-16
QXG02051.1,Severe acute respiratory syndrome coronavirus 2,2021-07-02T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Idaho,Homo sapiens,oronasopharynx,2021-05-20
QVJ47645.1,Severe acute respiratory syndrome coronavirus 2,2021-05-17T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Illinois,Homo sapiens,,2021-04-09
QUC96235.1,Severe acute respiratory syndrome coronavirus 2,2021-04-22T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Illinois,Homo sapiens,oronasopharynx,2021-03-29
QUC96366.1,Severe acute respiratory syndrome coronavirus 2,2021-04-22T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Illinois,Homo sapiens,oronasopharynx,2021-03-29
QUD00207.1,Severe acute respiratory syndrome coronavirus 2,2021-04-22T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Illinois,Homo sapiens,oronasopharynx,2021-03-29
QTT50377.1,Severe acute respiratory syndrome coronavirus 2,2021-04-13T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Illinois,Homo sapiens,oronasopharynx,2021-03-23
QTS42385.1,Severe acute respiratory syndrome coronavirus 2,2021-04-12T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Illinois,Homo sapiens,,2021-03-15
QTS44977.1,Severe acute respiratory syndrome coronavirus 2,2021-04-12T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Illinois,Homo sapiens,,2021-03-03
UEF68681.1,Severe acute respiratory syndrome coronavirus 2,2021-11-05T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,,2021-04-29
UCU62302.1,Severe acute respiratory syndrome coronavirus 2,2021-10-15T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,oronasopharynx,2021-06-04
UCU72733.1,Severe acute respiratory syndrome coronavirus 2,2021-10-15T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,oronasopharynx,2021-06-07
UCU76564.1,Severe acute respiratory syndrome coronavirus 2,2021-10-15T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,oronasopharynx,2021-06-06
UCU76576.1,Severe acute respiratory syndrome coronavirus 2,2021-10-15T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,oronasopharynx,2021-06-05
QVM43797.1,Severe acute respiratory syndrome coronavirus 2,2021-05-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,oronasopharynx,2021-05-02
QVM44049.1,Severe acute respiratory syndrome coronavirus 2,2021-05-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,oronasopharynx,2021-05-02
QVG32051.1,Severe acute respiratory syndrome coronavirus 2,2021-05-13T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,,2021-04-16
QVG41190.1,Severe acute respiratory syndrome coronavirus 2,2021-05-13T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,,2021-04-16
QVE13003.1,Severe acute respiratory syndrome coronavirus 2,2021-05-12T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Indiana,Homo sapiens,,2021-04-09
UBE92510.1,Severe acute respiratory syndrome coronavirus 2,2021-09-22T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Iowa,Homo sapiens,oronasopharynx,2021-06-10
QXL40800.1,Severe acute respiratory syndrome coronavirus 2,2021-07-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Kansas,Homo sapiens,oronasopharynx,2021-06-17
QXF85418.1,Severe acute respiratory syndrome coronavirus 2,2021-07-02T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Kansas,Homo sapiens,,2021-06-11
QXG12561.1,Severe acute respiratory syndrome coronavirus 2,2021-07-02T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Kansas,Homo sapiens,oronasopharynx,2021-06-11
QWE70161.1,Severe acute respiratory syndrome coronavirus 2,2021-06-04T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Kentucky,Homo sapiens,oronasopharynx,2021-05-19
QWC94570.1,Severe acute respiratory syndrome coronavirus 2,2021-06-03T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Kentucky,Homo sapiens,oronasopharynx,2021-05-13
QVU74754.1,Severe acute respiratory syndrome coronavirus 2,2021-05-25T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,USA: Kentucky,Homo sapiens,oronasopharynx,2021-05-07
